csvTime,P3_33,P3_18,P3_17,P3_16
2024-05-16 16:00:20,563,79,16,-2
2024-05-16 16:01:20,566,90,19,21
2024-05-16 16:02:20,565,84,24,20
2024-05-16 16:03:20,483,86,-17,-11
2024-05-16 16:04:20,538,79,13,-5
2024-05-16 16:05:20,543,84,7,25
2024-05-16 16:06:20,537,109,-12,-24
2024-05-16 16:07:20,566,138,-39,-41
2024-05-16 16:08:20,595,112,-41,-21
2024-05-16 16:09:20,534,80,9,3
2024-05-16 16:10:20,553,84,25,26
2024-05-16 16:11:20,556,81,17,20
2024-05-16 16:12:20,555,82,0,0
2024-05-16 16:13:20,523,107,25,32
2024-05-16 16:14:20,536,79,0,0
2024-05-16 16:15:20,589,168,-43,-42
2024-05-16 16:16:20,589,132,-37,-37
2024-05-16 16:17:20,543,109,28,28
2024-05-16 16:18:20,0,0,0,0
2024-05-16 16:19:20,0,0,0,0
2024-05-16 16:20:20,0,0,0,0
2024-05-16 16:21:20,0,0,0,0
2024-05-16 16:22:20,0,0,0,0
2024-05-16 16:23:20,0,0,0,0
2024-05-16 16:24:20,0,0,0,0
2024-05-16 16:25:20,0,0,0,0
2024-05-16 16:26:20,0,0,0,0
2024-05-16 16:27:20,0,0,0,0
2024-05-16 16:28:20,0,0,0,0
2024-05-16 16:29:20,0,0,0,0
2024-05-16 16:30:20,0,0,0,0
2024-05-16 16:31:20,0,0,0,0
2024-05-16 16:32:20,0,0,0,0
2024-05-16 16:33:20,0,0,0,0
2024-05-16 16:34:20,0,0,0,0
2024-05-16 16:35:20,0,0,0,0
2024-05-16 16:36:20,0,0,0,0
2024-05-16 16:37:20,0,0,0,0
2024-05-16 16:38:20,0,0,0,0
2024-05-16 16:39:20,0,0,0,0
2024-05-16 16:40:20,0,0,0,0
2024-05-16 16:41:20,0,0,0,0
2024-05-16 16:42:20,0,0,0,0
2024-05-16 16:43:20,0,0,0,0
2024-05-16 16:44:20,0,0,0,0
2024-05-16 16:45:20,0,0,0,0
2024-05-16 16:46:20,0,0,0,0
2024-05-16 16:47:20,0,0,0,0
2024-05-16 16:48:20,0,0,0,0
2024-05-16 16:49:20,0,0,0,0
2024-05-16 16:50:20,0,0,0,0
2024-05-16 16:51:20,0,0,0,0
2024-05-16 16:52:20,0,0,0,0
2024-05-16 16:53:20,0,0,0,0
2024-05-16 16:54:20,0,0,0,0
2024-05-16 16:55:20,0,0,0,0
2024-05-16 16:56:20,0,0,0,0
2024-05-16 16:57:20,0,0,0,0
2024-05-16 16:58:20,0,0,0,0
2024-05-16 16:59:20,0,0,0,0
2024-05-16 17:00:20,0,0,0,0
2024-05-16 17:01:20,0,0,0,0
2024-05-16 17:02:20,0,0,0,0
2024-05-16 17:03:20,0,0,0,0
2024-05-16 17:04:20,0,0,0,0
2024-05-16 17:05:20,0,0,0,0
2024-05-16 17:06:20,0,0,0,0
2024-05-16 17:07:20,0,0,0,0
2024-05-16 17:08:20,0,0,0,0
2024-05-16 17:09:20,0,0,0,0
2024-05-16 17:10:20,0,0,0,0
2024-05-16 17:11:20,0,0,0,0
2024-05-16 17:12:20,0,0,0,0
2024-05-16 17:13:20,0,0,0,0
2024-05-16 17:14:20,0,0,0,0
2024-05-16 17:15:20,0,0,0,0
2024-05-16 17:16:20,0,0,0,0
2024-05-16 17:17:20,0,0,0,0
2024-05-16 17:18:20,0,0,0,0
2024-05-16 17:19:20,0,0,0,0
2024-05-16 17:20:20,0,0,0,0
2024-05-16 17:21:20,0,0,0,0
2024-05-16 17:22:20,0,0,0,0
2024-05-16 17:23:20,0,0,0,0
2024-05-16 17:24:20,0,0,0,0
2024-05-16 17:25:20,0,0,0,0
2024-05-16 17:26:20,0,0,0,0
2024-05-16 17:27:20,0,0,0,0
2024-05-16 17:28:20,0,0,0,0
2024-05-16 17:29:20,0,0,0,0
2024-05-16 17:30:20,0,0,0,0
2024-05-16 17:31:20,0,0,0,0
2024-05-16 17:32:20,0,0,0,0
2024-05-16 17:33:20,0,0,0,0
2024-05-16 17:34:20,0,0,0,0
2024-05-16 17:35:20,0,0,0,0
2024-05-16 17:36:20,0,0,0,0
2024-05-16 17:37:20,0,0,0,0
2024-05-16 17:38:20,0,0,0,0
2024-05-16 17:39:20,0,0,0,0
2024-05-16 17:40:20,0,0,0,0
2024-05-16 17:41:20,0,0,0,0
2024-05-16 17:42:20,0,0,0,0
2024-05-16 17:43:20,0,0,0,0
2024-05-16 17:44:20,0,0,0,0
2024-05-16 17:45:20,0,0,0,0
2024-05-16 17:46:20,0,0,0,0
2024-05-16 17:47:20,0,0,0,0
2024-05-16 17:48:20,0,0,0,0
2024-05-16 17:49:20,0,0,0,0
2024-05-16 17:50:20,0,0,0,0
2024-05-16 17:51:20,0,0,0,0
2024-05-16 17:52:20,0,0,0,0
2024-05-16 17:53:20,0,0,0,0
2024-05-16 17:54:20,0,0,0,0
2024-05-16 17:55:20,0,0,0,0
2024-05-16 17:56:20,0,0,0,0
2024-05-16 17:57:20,0,0,0,0
2024-05-16 17:58:20,0,0,0,0
2024-05-16 17:59:20,0,0,0,0
2024-05-16 18:00:20,0,0,0,0
2024-05-16 18:01:20,0,0,0,0
2024-05-16 18:02:20,0,0,0,0
2024-05-16 18:03:20,0,0,0,0
2024-05-16 18:04:20,0,0,0,0
2024-05-16 18:05:20,0,0,0,0
2024-05-16 18:06:20,0,0,0,0
2024-05-16 18:07:20,0,0,0,0
2024-05-16 18:08:20,0,0,0,0
2024-05-16 18:09:20,0,0,0,0
2024-05-16 18:10:20,0,0,0,0
2024-05-16 18:11:20,0,0,0,0
2024-05-16 18:12:20,0,0,0,0
2024-05-16 18:13:20,0,0,0,0
2024-05-16 18:14:20,0,0,0,0
2024-05-16 18:15:20,0,0,0,0
2024-05-16 18:16:20,0,0,0,0
2024-05-16 18:17:20,0,0,0,0
2024-05-16 18:18:20,0,0,0,0
2024-05-16 18:19:20,0,0,0,0
2024-05-16 18:20:20,0,0,0,0
2024-05-16 18:21:20,0,0,0,0
2024-05-16 18:22:20,0,0,0,0
2024-05-16 18:23:20,0,0,0,0
2024-05-16 18:24:20,0,0,0,0
